image,blur,laplacian_var,occlusion_low_contrast,contrast,lighting
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\val\img_000845.jpg,No,1090.97,No,30.36,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\val\img_000846.jpg,No,1082.30,No,32.70,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\val\img_000861.jpg,No,1152.38,No,54.69,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\val\img_000863.jpg,No,1131.06,No,59.29,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\val\img_000866.jpg,No,1075.08,No,0.00,Unknown
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\val\img_000870.jpg,No,1053.26,No,0.00,Unknown
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\val\img_000877.jpg,No,595.59,Yes,25.75,Too Dark
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\val\img_000880.jpg,No,620.38,Yes,16.03,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\val\img_000883.jpg,No,668.33,No,31.71,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\val\img_000898.jpg,No,659.95,Yes,20.31,Too Dark
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\val\img_000912.jpg,No,802.19,No,40.19,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\val\img_000918.jpg,No,799.72,No,37.61,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\val\img_000930.jpg,No,825.11,No,40.48,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\val\img_000934.jpg,No,772.93,No,41.72,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\val\img_001669.jpg,No,601.58,No,67.18,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\val\img_001675.jpg,No,556.28,No,87.53,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\val\img_001682.jpg,No,115.01,No,79.38,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\val\img_001684.jpg,No,230.01,No,90.62,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\val\img_001686.jpg,No,108.37,No,77.84,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\val\img_001688.jpg,Yes,40.01,No,50.91,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\val\img_001705.jpg,No,129.04,No,72.23,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\val\img_001706.jpg,No,148.78,No,64.25,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\val\img_001707.jpg,No,2365.65,No,85.62,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\val\img_001715.jpg,No,635.07,No,84.57,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\val\img_001717.jpg,No,327.01,No,76.68,Too Bright
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\val\img_001734.jpg,No,1522.85,No,99.98,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\val\img_001736.jpg,No,2766.75,No,91.78,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\val\img_001737.jpg,No,1555.73,No,85.82,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\val\img_001750.jpg,Yes,55.20,No,76.28,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\val\img_001754.jpg,No,1252.27,No,88.18,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\val\img_001760.jpg,No,287.75,No,65.30,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\val\img_001762.jpg,No,137.32,No,73.84,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\val\img_001763.jpg,No,344.33,No,73.12,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\val\img_001764.jpg,No,239.87,No,74.98,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\val\img_001766.jpg,No,1233.55,No,84.99,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\val\img_001770.jpg,No,536.45,No,83.15,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\val\img_001776.jpg,No,758.65,No,52.07,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_000114.png,No,1267.69,No,54.19,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_000134.png,No,1660.90,No,70.18,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_000176.png,No,397.87,No,50.78,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_000178.png,No,1298.70,No,58.44,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_000946.png,No,598.52,No,55.81,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_000957.png,No,800.29,No,74.20,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_000965.png,No,240.31,No,0.00,Unknown
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_000966.png,No,221.64,No,0.00,Unknown
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_000972.png,No,202.82,No,0.00,Unknown
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_000976.png,No,203.85,Yes,26.66,Too Bright
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_000981.png,Yes,62.79,No,0.00,Unknown
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_000986.png,Yes,60.34,No,0.00,Unknown
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_001012.png,Yes,35.99,Yes,19.37,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_001015.png,No,175.12,No,35.48,Too Bright
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_001029.png,No,963.08,No,64.26,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_001047.png,No,965.07,No,43.69,Too Dark
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_001059.png,No,4560.44,No,37.17,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_001073.png,No,3192.29,No,0.00,Unknown
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_001078.png,No,448.61,Yes,21.36,Too Dark
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_001090.png,Yes,74.68,No,50.55,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_001093.png,No,1473.78,No,45.80,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_001097.png,No,1236.23,No,57.96,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_001104.png,No,1293.77,No,0.00,Unknown
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_001115.png,No,324.43,No,0.00,Unknown
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_001121.png,No,1288.75,No,76.60,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_001137.png,No,1125.88,No,0.00,Unknown
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_001138.png,No,1081.95,No,40.36,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_001204.png,No,1314.55,No,0.00,Unknown
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_001209.png,No,1517.08,No,34.30,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_001217.png,No,1815.14,No,0.00,Unknown
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_001227.png,No,1810.91,No,0.00,Unknown
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_001237.png,No,1924.34,Yes,19.50,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_001244.png,No,1292.13,No,0.00,Unknown
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_001254.png,No,472.56,No,53.86,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_001257.png,No,566.19,No,76.90,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_001267.png,No,1526.74,No,53.19,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_001274.png,No,228.60,No,51.34,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_001281.png,No,3211.21,No,68.41,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_001288.png,No,2476.27,No,48.02,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_001311.png,No,491.90,No,46.46,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_001317.png,No,410.72,Yes,29.74,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_001342.png,No,858.01,No,41.73,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_001352.png,No,848.42,No,36.65,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_001357.png,No,818.75,Yes,26.47,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_001359.png,No,805.58,No,40.30,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_001363.png,No,809.89,No,37.35,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_001367.png,No,833.80,No,39.66,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_001373.png,No,819.13,No,43.07,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_001394.png,No,229.91,Yes,18.46,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_001401.png,No,243.16,No,35.19,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_001410.png,No,834.27,No,52.57,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_001437.png,No,741.45,No,54.60,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_001448.png,No,791.80,No,48.83,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_001460.png,No,632.83,No,36.87,Too Dark
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_001471.png,No,627.59,Yes,21.27,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_001472.png,No,672.13,Yes,21.21,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_001476.png,No,633.55,No,34.86,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_001477.png,No,657.04,Yes,28.87,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_001488.png,No,656.19,Yes,15.77,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_001491.png,No,655.63,Yes,21.89,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_001497.png,No,135.02,No,31.00,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_001504.png,No,206.33,Yes,27.24,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_001511.png,No,182.06,No,33.04,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_001512.png,No,181.62,No,30.89,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_001514.png,No,174.73,No,30.79,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_001518.png,No,189.81,No,30.91,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_001540.png,No,536.37,No,34.63,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_001543.png,No,534.20,No,34.83,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_001553.png,No,515.66,No,39.53,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_001556.png,No,562.85,No,41.12,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_001562.png,No,587.92,No,70.71,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_001571.png,No,1029.73,No,30.78,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_001574.png,No,1039.16,No,34.11,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_001575.png,No,1021.76,Yes,23.75,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_001587.png,No,1065.46,No,0.00,Unknown
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_001608.png,No,540.71,Yes,16.90,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_001621.png,No,639.74,No,38.38,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_001642.png,No,775.56,No,40.99,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_001656.png,No,804.32,No,37.24,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\test\img_001660.png,No,796.18,No,39.86,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000091.png,No,552.50,No,55.53,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000092.png,No,880.74,No,0.00,Unknown
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000093.png,No,250.78,No,71.40,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000094.png,No,618.44,No,46.37,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000095.png,No,1321.28,No,53.16,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000097.png,No,891.85,No,32.27,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000098.png,No,575.17,No,31.37,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000099.png,No,382.79,No,49.45,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000100.png,No,1540.13,No,55.42,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000101.png,No,712.92,No,52.22,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000102.png,No,719.18,No,48.38,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000103.png,No,1110.35,No,0.00,Unknown
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000104.png,No,1255.88,No,60.86,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000105.png,No,101.84,No,50.32,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000106.png,No,1008.27,No,33.20,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000107.png,No,711.56,No,40.37,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000108.png,No,1654.92,No,58.74,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000110.png,No,1303.61,No,66.96,Too Dark
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000112.png,No,1758.68,No,53.96,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000113.png,No,508.75,No,31.96,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000115.png,No,1163.47,Yes,28.55,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000117.png,No,466.96,No,38.99,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000118.png,No,1547.84,No,55.14,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000119.png,No,854.99,No,51.73,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000121.png,No,1230.88,No,53.60,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000122.png,No,810.50,No,59.62,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000123.png,No,1518.44,No,83.49,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000124.png,No,826.20,No,57.64,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000126.png,No,7285.09,No,95.37,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000127.png,No,2207.96,No,54.26,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000130.png,No,1853.46,No,48.34,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000131.png,No,703.37,No,57.04,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000132.png,No,972.40,No,65.42,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000133.png,No,1891.48,No,86.35,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000135.png,No,497.82,No,42.71,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000138.png,No,556.14,No,41.98,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000140.png,No,1460.22,Yes,29.31,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000141.png,No,755.02,No,43.40,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000142.png,No,709.39,No,52.05,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000144.png,No,914.55,No,56.72,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000146.png,No,433.57,No,64.88,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000147.png,No,507.23,No,63.17,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000149.png,No,251.29,No,57.28,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000150.png,No,1918.77,No,68.74,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000151.png,No,445.67,No,62.38,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000152.png,No,686.99,No,104.73,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000153.png,No,614.48,No,63.69,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000155.png,No,5713.46,No,50.22,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000156.png,No,561.65,No,44.28,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000157.png,No,2232.55,No,70.66,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000158.png,No,468.91,No,62.26,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000159.png,No,630.70,No,37.36,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000160.png,No,2087.81,No,68.50,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000163.png,No,1748.06,No,75.08,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000164.png,No,4628.18,No,67.82,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000165.png,No,3618.66,No,64.90,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000167.png,No,549.98,No,80.63,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000169.png,No,1088.54,No,50.00,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000170.png,No,434.29,No,0.00,Unknown
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000171.png,No,490.06,No,70.45,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000172.png,No,807.04,No,59.67,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000173.png,No,792.47,No,77.34,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000174.png,No,700.39,No,41.15,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000175.png,No,117.14,No,0.00,Unknown
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000179.png,No,1382.05,No,69.71,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000936.png,No,687.32,No,72.27,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000937.png,No,702.61,No,65.53,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000939.png,No,861.82,No,74.45,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000940.png,No,5535.96,No,0.00,Unknown
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000941.png,No,762.92,No,67.86,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000942.png,No,747.34,No,70.34,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000943.png,No,733.11,No,78.09,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000944.png,No,616.08,No,72.78,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000947.png,No,733.68,No,59.63,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000949.png,No,784.49,No,82.98,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000950.png,No,784.93,No,79.68,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000951.png,No,792.65,No,79.97,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000952.png,No,830.27,No,81.99,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000953.png,No,5672.36,No,48.04,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000955.png,No,818.92,No,73.28,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000958.png,No,865.61,No,67.00,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000959.png,No,846.68,No,62.24,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000960.png,No,835.96,No,43.15,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000961.png,No,917.03,No,75.68,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000962.png,No,1036.71,No,61.17,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000963.png,No,230.11,No,0.00,Unknown
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000964.png,No,226.33,No,0.00,Unknown
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000967.png,No,206.10,No,0.00,Unknown
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000968.png,No,220.98,No,0.00,Unknown
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000969.png,No,220.49,No,0.00,Unknown
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000970.png,No,5063.52,No,0.00,Unknown
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000971.png,No,234.25,No,0.00,Unknown
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000973.png,No,138.79,No,0.00,Unknown
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000974.png,No,225.48,Yes,20.73,Too Bright
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000977.png,No,207.83,Yes,26.82,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000978.png,No,209.97,Yes,22.00,Good
