image,blur,laplacian_var,occlusion_low_contrast,contrast,lighting
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000884.jpg,No,659.12,Yes,23.31,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000886.jpg,No,690.84,Yes,22.18,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000887.jpg,No,649.71,No,31.02,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000888.jpg,No,652.33,No,41.53,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000889.jpg,No,639.74,No,38.38,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000890.jpg,No,676.58,Yes,29.47,Too Dark
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000891.jpg,No,640.53,Yes,28.16,Too Dark
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000892.jpg,No,658.20,Yes,27.04,Too Dark
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000893.jpg,No,649.86,No,32.41,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000894.jpg,No,676.10,Yes,27.82,Too Dark
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000895.jpg,No,635.00,Yes,22.08,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000896.jpg,No,617.98,Yes,11.07,Too Dark
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000897.jpg,No,630.27,Yes,23.11,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000899.jpg,No,584.14,Yes,21.62,Too Dark
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000900.jpg,No,563.13,Yes,24.52,Too Dark
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000901.jpg,No,525.61,Yes,21.20,Too Dark
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000902.jpg,No,545.69,Yes,22.96,Too Dark
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000903.jpg,No,519.34,Yes,16.88,Too Dark
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000905.jpg,No,868.10,No,33.14,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000906.jpg,No,785.00,No,39.68,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000907.jpg,No,769.84,No,39.51,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000908.jpg,No,816.52,No,37.43,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000909.jpg,No,769.92,No,40.74,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000911.jpg,No,773.50,No,37.30,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000913.jpg,No,790.57,No,40.72,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000914.jpg,No,806.48,No,37.26,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000916.jpg,No,881.77,No,36.13,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000917.jpg,No,824.15,No,37.75,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000919.jpg,No,817.24,No,37.76,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000920.jpg,No,804.63,No,37.31,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000921.jpg,No,830.91,No,37.60,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000922.jpg,No,818.60,No,40.39,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000923.jpg,No,819.83,No,37.58,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000924.jpg,No,804.32,No,37.24,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000925.jpg,No,816.91,No,36.68,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000926.jpg,No,788.75,No,40.76,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000927.jpg,No,855.42,No,40.78,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000928.jpg,No,796.18,No,39.86,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000929.jpg,No,876.22,No,38.37,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000931.jpg,No,831.42,No,35.84,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_000932.jpg,No,793.32,No,36.86,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001667.jpg,No,1124.82,No,83.80,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001668.jpg,No,250.79,No,83.83,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001671.jpg,No,511.23,No,87.54,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001672.jpg,No,2187.00,No,96.28,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001673.jpg,No,1993.12,No,88.19,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001674.jpg,No,1829.32,No,98.07,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001676.jpg,No,570.77,No,92.59,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001678.jpg,No,1760.45,No,95.79,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001679.jpg,No,2323.40,No,89.93,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001681.jpg,No,528.91,No,93.43,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001683.jpg,No,204.18,No,87.05,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001685.jpg,No,339.73,No,76.50,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001687.jpg,No,301.32,No,79.10,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001689.jpg,Yes,76.66,No,86.26,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001690.jpg,No,197.05,No,85.48,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001691.jpg,Yes,66.84,No,90.41,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001692.jpg,No,105.18,No,91.58,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001693.jpg,Yes,85.69,No,84.69,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001694.jpg,Yes,38.78,No,69.28,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001695.jpg,Yes,38.50,No,84.77,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001696.jpg,Yes,75.75,No,92.80,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001697.jpg,No,158.58,No,79.93,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001698.jpg,Yes,38.31,No,73.85,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001699.jpg,No,268.26,No,93.71,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001700.jpg,No,575.92,No,85.76,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001701.jpg,Yes,51.74,No,69.10,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001702.jpg,No,136.90,No,95.02,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001703.jpg,No,576.45,No,76.96,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001708.jpg,No,1319.91,No,91.94,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001709.jpg,No,212.25,No,55.39,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001710.jpg,No,318.91,No,75.57,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001711.jpg,Yes,97.64,No,70.79,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001712.jpg,No,283.64,No,71.35,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001716.jpg,No,265.51,No,89.94,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001718.jpg,No,886.59,No,98.25,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001719.jpg,No,913.55,No,54.42,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001721.jpg,No,674.63,No,37.37,Too Bright
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001722.jpg,No,679.82,No,78.18,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001723.jpg,No,201.38,No,71.12,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001724.jpg,No,867.68,No,36.77,Too Bright
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001726.jpg,No,1488.23,No,98.67,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001727.jpg,No,898.49,No,91.20,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001728.jpg,No,905.49,No,88.90,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001729.jpg,No,858.89,No,61.85,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001730.jpg,No,1022.13,No,57.48,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001731.jpg,No,316.47,No,60.66,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001732.jpg,No,178.71,No,82.03,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001733.jpg,No,1248.62,No,93.45,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001735.jpg,No,2422.86,No,86.48,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001738.jpg,No,1584.89,No,104.36,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001739.jpg,No,1017.16,No,99.70,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001740.jpg,No,979.46,No,81.86,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001741.jpg,No,355.61,No,84.09,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001742.jpg,No,222.03,No,93.55,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001743.jpg,Yes,48.22,No,66.51,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001744.jpg,No,168.33,No,72.06,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001745.jpg,No,403.52,No,91.97,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001746.jpg,No,219.14,No,59.54,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001747.jpg,No,209.48,No,56.45,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001748.jpg,No,156.63,No,89.26,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001751.jpg,No,439.74,No,98.63,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001752.jpg,No,276.89,No,74.11,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001753.jpg,No,1615.42,No,86.59,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001755.jpg,No,1029.89,No,96.51,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001756.jpg,No,762.35,No,69.20,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001757.jpg,No,436.32,No,72.25,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001758.jpg,No,250.31,No,77.72,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001759.jpg,No,331.86,No,82.76,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001761.jpg,No,147.96,No,81.81,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001765.jpg,No,542.87,No,60.07,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001767.jpg,No,715.77,No,68.13,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001768.jpg,No,189.73,No,89.29,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001769.jpg,No,518.85,No,83.29,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001771.jpg,No,306.30,No,82.43,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001772.jpg,No,331.49,No,79.10,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001773.jpg,No,176.90,No,54.11,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001774.jpg,No,912.21,No,61.98,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001775.jpg,No,485.22,No,85.94,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001777.jpg,No,231.51,No,64.14,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001779.jpg,No,924.60,No,87.40,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001780.jpg,No,415.93,No,93.31,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\train\img_001781.jpg,No,150.75,No,81.59,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\val\img_000003.jpg,Yes,94.77,No,73.64,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\val\img_000005.jpg,No,987.09,No,53.81,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\val\img_000006.jpg,No,7038.21,No,64.22,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\val\img_000007.jpg,No,771.98,No,32.14,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\val\img_000012.jpg,No,369.27,No,48.72,Good
D:\Guvi\Projects\major\number-plate-vehicle-detection\data\final_merged_datasets\images\val\img_000013.jpg,No,949.62,No,0.00,Unknown
